Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Cultures Northland,1.5,12.0,4.99,"(0.0,)",Runesoft,9+,"('EN', 'DE')",342419456.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2014-02-26,2015-10-19
Godus,4.5,104733.0,0.0,"(4.99, 9.99, 19.99, 49.99, 99.99)",22Cans,4+,"('EN',)",233630720.0,"('Games', 'Simulation', 'Strategy')",2014-07-08,2018-12-21
Baby Bunny Bounce Bop FREE! - Cute Little Rabbit Hop Game,0.0,0.0,0.0,"(2.99,)","Lazy Days, LLC",4+,"('EN',)",48689152.0,"('Games', 'Family', 'Strategy', 'Entertainment')",2014-05-14,2014-05-14
Block Adventure World - Zombie Game Edition,2.0,9.0,0.0,"(4.99, 4.99, 21.99, 14.99)",Jef Nielsen,17+,"('EN',)",24174592.0,"('Games', 'Simulation', 'Strategy', 'Sports')",2014-02-16,2017-04-07
Boom Balloons Pro - A Strategical Balloon Crash,0.0,0.0,0.0,"(0.0,)",Experience Media,4+,"('EN',)",19849216.0,"('Games', 'Entertainment', 'Strategy', 'Puzzle')",2014-12-02,2014-12-02
Empire Hunt,0.0,0.0,0.0,"(0.99, 0.99, 0.99, 0.99, 1.99)",Frimus,9+,"('EN',)",53929984.0,"('Games', 'Action', 'Strategy', 'Entertainment')",2015-08-28,2016-06-20
Arcade Kingdom Tower Wars - Castle Defend Clash,4.0,11.0,0.0,"(2.99,)",12 POINT APPS LLC,4+,"('EN',)",44244992.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2014-06-07,2014-07-14
.Box - The Dot Game,4.0,12.0,0.0,"(0.0,)",Frank Guchelaar,4+,"('EN',)",10531840.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2014-08-03,2017-02-13
Awesome Classic Sling Ball Shooting Rush Saga Arcade Games Free Fun,4.5,6.0,0.0,"(2.99,)",12 POINT APPS LLC,4+,"('EN',)",53178368.0,"('Games', 'Strategy', 'Adventure', 'Entertainment')",2014-07-09,2014-07-09
Gardens Inc. - From Rakes to Riches: A Gardening Time Management Game,4.0,23.0,0.0,"(1.99,)",Blastworks Limited,4+,"('EN',)",1360867328.0,"('Games', 'Entertainment', 'Strategy', 'Family')",2014-07-05,2014-08-29
Gardens Inc. - From Rakes to Riches HD: A Gardening Time Management Game,3.5,81.0,0.0,"(4.99,)",Blastworks Limited,4+,"('EN',)",1151950848.0,"('Games', 'Entertainment', 'Strategy', 'Family')",2014-07-05,2014-08-29
Board Wars,0.0,0.0,0.0,"(0.0,)",Katsuhiko Onishi,9+,"('EN',)",17346560.0,"('Games', 'Strategy', 'Simulation')",2014-02-14,2018-08-05
SuperCoach 2019,0.0,0.0,0.0,"(0.0,)",News Digital Media,17+,"('EN',)",16745472.0,"('Sports', 'Sports', 'Games', 'Strategy')",2014-02-18,2019-03-04
NRL SUPERCOACH 2018,0.0,0.0,0.0,"(0.0,)",News Digital Media,17+,"('EN',)",94069760.0,"('Sports', 'Strategy', 'Sports', 'Games')",2014-02-18,2019-01-23
Autumn Dynasty - RTS,4.5,418.0,1.99,"(0.0,)",Touch Dimensions,9+,"('EN',)",255356928.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2014-02-19,2014-11-19
My Lands,3.0,14.0,0.0,"(21.99, 35.99, 99.99, 2.99, 11.99, 54.99)",ELYLAND INVESTMENT COMPANY LIMITED,17+,"('BG', 'CS', 'EN', 'FR', 'HU', 'IT', 'PL', 'RU', 'ES')",96177152.0,"('Games', 'Strategy')",2014-03-14,2016-11-16
Kingdoms & Monsters,4.5,474.0,0.0,"(2.99, 4.99, 8.99, 2.99, 9.99, 4.99, 9.99, 19.99, 19.99, 2.99)",XYRALITY GmbH,4+,"('EN',)",171937792.0,"('Games', 'Entertainment', 'Strategy', 'Simulation')",2014-10-04,2019-04-19
Extreme Monster Construction Truck: Simulator Delivery Race Game,3.5,37.0,0.0,"(0.0,)",Ted Cheron,4+,"('EN',)",51490816.0,"('Games', 'Strategy', 'Entertainment', 'Racing')",2014-09-03,2014-02-04
Crazy Danger Bird - Fun Wing Games,0.0,0.0,0.0,"(13.99, 4.99)",Jake House,4+,"('EN',)",10874880.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2014-02-22,2014-02-22
Taxi Challenge Pro,0.0,0.0,1.99,"(0.0,)",JOhn Lyons,4+,"('EN',)",29670400.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2014-02-14,2016-07-29
Gold Nugget Clicker Mania - Addictive Fast Tap Miner Rush,3.5,33.0,0.0,"(1.99, 3.99, 3.99, 0.99, 2.99, 1.99, 2.99)",Erik Zetterberg,4+,"('EN',)",22585344.0,"('Games', 'Entertainment', 'Adventure', 'Strategy')",2014-02-20,2014-08-25
Touch Bird-Tap Make The Bird Flappy,3.5,15.0,0.0,"(0.0,)",Liu Yanghui,4+,"('EN',)",5496832.0,"('Games', 'Strategy', 'Family', 'Sports')",2014-02-19,2014-02-19
Bubble Match Mania - match three to pop and clear the level,3.5,9.0,0.0,"(0.99,)","Mako Apps, LLC",4+,"('EN',)",40759296.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2014-02-22,2014-02-27
Fleet Combat 2 HD,4.5,34.0,0.0,"(5.99, 1.99, 11.99, 15.99, 19.99, 0.99, 45.99, 99.99)","Triad Gene Software Co.,Ltd.",9+,"('EN', 'JA', 'ZH', 'ZH')",88822784.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2014-12-03,2017-11-04
Japan Food Adventure Tokyo HD,0.0,0.0,0.0,"(0.0,)",afzainizam zahari,4+,"('EN',)",46030848.0,"('Games', 'Simulation', 'Strategy', 'Entertainment')",2014-02-20,2015-08-25
Ant War (Official),4.5,209.0,0.0,"(1.99, 1.99, 0.99, 2.99, 4.99, 9.99, 2.99, 1.99, 4.99, 0.99, 9.99, 1.99, 19.99, 49.99)",Anarchy Enterprises,9+,"('EN',)",94068736.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2014-02-17,2017-11-30
Floppy Turd,3.5,43.0,0.0,"(0.0,)",Wuter LLC,4+,"('EN',)",4608000.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2014-02-25,2014-02-25
WhoAmI? Social Trivia,0.0,0.0,0.0,"(0.99,)",Jeffrey Byrnes,4+,"('EN',)",5364736.0,"('Games', 'Strategy', 'Social Networking', 'Trivia')",2014-02-25,2017-05-18
Free Solitaire HD+,0.0,0.0,0.0,"(0.99,)",Feng Qing,4+,"('EN', 'ZH')",19848192.0,"('Games', 'Strategy', 'Entertainment', 'Card')",2014-02-24,2016-10-21
LevelUp - Level Counter,4.5,15.0,0.0,"(1.99,)",Shakr,4+,"('EN',)",3932160.0,"('Games', 'Board', 'Lifestyle', 'Strategy')",2014-02-17,2014-08-20
Zeppy Zeppelin,0.0,0.0,0.0,"(0.0,)",MyFix,4+,"('EN',)",14323712.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2014-02-25,2014-09-03
Flappy Wing - Jungle Game Edition,4.0,12.0,0.0,"(0.0,)",meagan nielsen nielsen,4+,"('EN',)",11026432.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2014-02-19,2014-02-19
Tappy Bird Neon,4.0,62.0,0.0,"(0.0,)","Best Free and Fun Games, LLC",4+,"('EN',)",56733696.0,"('Games', 'Casual', 'Strategy')",2014-09-03,2014-09-03
Astronaut Jump Space Galaxy Adventure,0.0,0.0,0.0,"(9.99, 1.99)","Netsummit Marketing, Inc.",4+,"('EN',)",23228416.0,"('Games', 'Casual', 'Strategy')",2014-02-23,2014-02-23
Ancient Continent - Hero TD,4.0,35.0,0.0,"(0.99, 39.99, 4.99, 12.99, 24.99, 99.99)",ZHIZHI TIAN,12+,"('EN', 'ID', 'RU', 'ZH', 'ZH', 'VI')",289233920.0,"('Games', 'Strategy', 'Adventure')",2014-05-29,2018-09-15
Flying Fart Fairy - Stinky Cupid Flapping Through the Forest,4.5,9.0,0.0,"(0.99,)",FantAPPstic Apps,4+,"('EN',)",15441920.0,"('Games', 'Strategy', 'Entertainment', 'Family')",2014-03-23,2014-03-23
Hills of Glory 3D Free Europe,4.5,43.0,0.0,"(1.99, 5.99, 4.99, 9.99, 2.99, 19.99, 5.99, 24.99, 1.99, 49.99)",Advanced Mobile Applications Ltd.,17+,"('EN',)",299278336.0,"('Games', 'Action', 'Strategy')",2014-03-27,2014-01-07
Crazy Helicopter Bomber Attack - Invasion Adventure of the Flying Jurassic Dinosaurs,0.0,0.0,0.0,"(2.99,)",Punch Zip,4+,"('EN',)",40271872.0,"('Games', 'Strategy', 'Family', 'Entertainment')",2014-08-03,2014-08-03
My Horsy Viking - an epic little adventure,0.0,0.0,0.0,"(3.99,)",Ricardo Mendoza,4+,"('EN',)",35221504.0,"('Games', 'Strategy', 'Entertainment', 'Adventure')",2014-02-20,2014-02-20
Chicken Nugget Dunk,0.0,0.0,0.0,"(0.0,)",Wayne Hagerty,4+,"('EN',)",20430848.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2014-02-21,2014-05-24
Flappy Stickman Obstacle Course,3.5,10.0,0.0,"(0.0,)",meagan nielsen nielsen,4+,"('EN',)",11534336.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2014-02-22,2014-02-22
Bullshirt,2.0,22.0,0.0,"(0.0,)",Dropkick,9+,"('EN',)",29809664.0,"('Entertainment', 'Strategy', 'Card', 'Games')",2015-05-23,2016-04-16
Five Dice!,4.0,53.0,0.0,"(1.99,)",Colin Smith,4+,"('EN',)",24258560.0,"('Games', 'Strategy', 'Board')",2014-03-16,2019-07-30
Flappy Eagle - Bird Adventure Earn Your Wings,3.0,24.0,0.0,"(0.0,)",Landon Beaver,4+,"('EN',)",13328384.0,"('Games', 'Entertainment', 'Strategy')",2014-02-21,2014-02-21
War of Steel Super Robot Max Kill HD Edition,3.5,11.0,0.0,"(1.99, 2.99, 14.99, 4.99, 0.99, 19.99, 1.99, 9.99, 14.99, 1.99)",Cassandra Chan,4+,"('EN',)",156946432.0,"('Games', 'Adventure', 'Strategy')",2014-07-03,2015-06-27
Roach Party Blast - Crush the Little Bugs Challenge Free,0.0,0.0,0.0,"(2.99,)","wetappscom, LLC",4+,"('EN',)",26742784.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2014-03-13,2014-03-13
"Kitty Cat Clicker - Feed the Virtual Pet Kitten with Fish, Pizza, Candy and Cookie Chips",4.5,3148.0,0.0,"(0.99, 0.99, 1.99, 4.99, 0.99, 2.99, 2.99)",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,"('EN',)",42917888.0,"('Games', 'Entertainment', 'Strategy', 'Family')",2014-07-03,2016-10-02
Adventure Land - Rogue Runner Game,4.5,253.0,0.0,"(0.99, 0.99, 1.99, 2.99, 7.99, 9.99, 2.99, 14.99, 4.99)",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,12+,"('EN',)",57028608.0,"('Games', 'Strategy', 'Adventure', 'Entertainment')",2014-04-03,2015-04-17
PopBird Pro!,4.5,24.0,0.0,"(0.0,)","BeiJing XuanYuan Technology Co., Limited",4+,"('EN', 'ZH')",15969280.0,"('Games', 'Board', 'Strategy')",2014-02-26,2019-01-28
Solitaire Classic Free HD,0.0,0.0,0.0,"(0.0,)",Linda Mottley,4+,"('EN',)",44122112.0,"('Games', 'Social Networking', 'Strategy', 'Card')",2016-05-14,2016-05-14
Ggoal - Strategy Football Manager,0.0,0.0,0.0,"(0.0,)",Gino Sarnieri,4+,"('EN', 'IT')",14180352.0,"('Games', 'Entertainment', 'Strategy', 'Sports')",2014-03-21,2014-03-21
Pain & Love 5 Prequel Free,0.0,0.0,0.0,"(0.0,)",Ting Wang,4+,"('EN', 'FR', 'DE', 'JA', 'ZH', 'ZH')",65126400.0,"('Games', 'Strategy', 'Card', 'Lifestyle')",2014-05-03,2014-05-03
Klondike Solitaire - Classic,0.0,0.0,0.0,"(0.0,)",MmpApps Corp.,4+,"('EN',)",25631744.0,"('Games', 'Entertainment', 'Card', 'Strategy')",2014-03-21,2019-03-02
Candy Fish Gummy Race,0.0,0.0,0.0,"(1.99, 2.99, 3.99)","Big Goose Egg, LLC",4+,"('AR', 'AS', 'BN', 'CA', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'GU', 'HE', 'HI', 'HU', 'ID', 'GA', 'IT', 'JA', 'KN', 'KS', 'KO', 'LA', 'MS', 'ML', 'MR', 'NE', 'OR', 'OM', 'PL', 'PT', 'PA', 'RO', 'RU', 'SA', 'SD', 'SK', 'SO', 'ES', 'SV', 'TA', 'TE', 'TH', 'BO', 'TR', 'UK', 'UR', 'VI')",21050368.0,"('Games', 'Music', 'Food & Drink', 'Strategy')",2014-12-03,2018-05-20
Flappy Duck - Fly With Wings,4.5,277.0,0.0,"(0.0,)",DEF APPS LLC,4+,"('EN',)",26772480.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2014-07-03,2019-08-03
NonoBlock,4.0,18.0,0.0,"(0.99,)",Daniel Long,4+,"('EN',)",51298304.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2014-06-29,2014-06-29
Tarok Pro,0.0,0.0,8.99,"(0.99, 0.99, 0.99, 0.99, 9.99)",Blaz Merela,4+,"('SL',)",118030336.0,"('Games', 'Card', 'Strategy', 'Entertainment')",2014-04-26,2018-02-04
Loopy Bird,4.5,1850.0,0.0,"(0.99, 4.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.99)","Empoc, LLC",4+,"('EN',)",19902464.0,"('Games', 'Social Networking', 'Strategy', 'Casual')",2014-02-27,2014-12-17
Accessible othello,0.0,0.0,0.99,"(0.0,)",Tyflos Accessible Software,4+,"('EN', 'ES')",9818112.0,"('Games', 'Strategy', 'Board')",2014-02-24,2014-08-05
Folt,4.5,9898.0,0.0,"(0.99, 0.99, 1.99, 1.99, 2.99, 3.99)",Nonverbal,4+,"('EN', 'FR', 'DE')",36421632.0,"('Games', 'Puzzle', 'Strategy')",2014-05-29,2014-06-26
Airlines Manager : Tycoon 2019,4.5,8828.0,0.0,"(1.99, 17.99, 3.99, 15.99, 12.99, 9.99, 9.99, 3.99, 35.99, 1.99)",Playrion,4+,"('EN', 'FR', 'DE', 'IT', 'ES')",245390336.0,"('Games', 'Strategy', 'Simulation', 'Entertainment')",2014-05-05,2019-07-31
I am Giraffe,4.5,1628.0,0.0,"(0.0,)",COCOSOLA Inc.,12+,"('EN', 'JA')",79251456.0,"('Games', 'Simulation', 'Entertainment', 'Strategy')",2014-02-25,2018-06-19
Pixel Planets : The Multiplayer Galaxy World Builder,2.0,10.0,0.0,"(2.99, 17.99, 8.99, 0.99)",GameDigits Ltd,9+,"('EN',)",46243840.0,"('Games', 'Action', 'Strategy', 'Entertainment')",2015-05-16,2015-05-16
Hot Lava Jump Escape - Extreme Crazy Hopping Mania Free,0.0,0.0,0.0,"(3.99, 1.99, 2.99)","wetappscom, LLC",4+,"('EN',)",59256832.0,"('Games', 'Strategy', 'Entertainment', 'Family')",2014-03-13,2014-03-13
Klondike Solitaire Live Cards,5.0,11.0,0.0,"(0.0,)",1C Mobile Ltd,4+,"('EN', 'FR', 'DE', 'IT', 'RU', 'ES')",74209280.0,"('Games', 'Card', 'Strategy')",2014-04-15,2017-05-08
Array,4.5,21.0,0.0,"(2.99, 19.99, 8.99, 3.99)","Monarch Convergence Group, Inc",4+,"('EN',)",12365824.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2014-06-22,2014-06-24
Ice Fishing Penguin - Chop and Chum Polar Island Adventure Free,0.0,0.0,0.0,"(2.99,)","wetappscom, LLC",4+,"('EN',)",15785984.0,"('Games', 'Entertainment', 'Sports', 'Strategy')",2014-03-27,2014-03-27
Trap The Mouse: Escape The Mayhem,0.0,0.0,0.0,"(2.99,)","NetSummit Enterprises, Inc.",4+,"('EN',)",34635776.0,"('Games', 'Puzzle', 'Strategy')",2014-01-03,2014-01-03
Encircle the Turtle 2,5.0,24.0,0.0,"(1.99, 0.99)",Victor Zhou,4+,"('EN', 'ZH')",17361920.0,"('Games', 'Entertainment', 'Strategy', 'Puzzle')",2014-03-21,2017-02-02
Demons and Dungeons Tournament (Action RPG),4.0,5.0,0.0,"(3.99, 3.99)",Monstro Games,12+,"('EN',)",169394176.0,"('Games', 'Strategy', 'Role Playing')",2014-12-03,2014-12-03
"""Papa's Freezeria To Go!""",4.5,1680.0,0.99,"(0.0,)",Flipline Studios,4+,"('EN',)",67008512.0,"('Games', 'Strategy', 'Simulation')",2014-02-26,2019-01-24
Heroes of Atlan,4.5,1769.0,0.0,"(9.99, 19.99, 4.99, 1.99, 99.99, 49.99, 29.99, 9.99, 0.99, 49.99)",SKYWALK,12+,"('EN', 'JA')",248382464.0,"('Games', 'Entertainment', 'Role Playing', 'Strategy')",2014-01-04,2018-02-23
Super Muffin,0.0,0.0,0.0,"(0.0,)",Steven Grutman,4+,"('EN',)",1490944.0,"('Games', 'Casual', 'Strategy')",2016-01-19,2016-01-19
Napoleon Lite,2.5,13.0,0.0,"(0.0,)",Little Corporal,4+,"('EN',)",89403392.0,"('Games', 'Education', 'Board', 'Strategy')",2014-03-21,2014-12-17
"""Freakin' Flyin' Duck""",3.5,17.0,0.0,"(0.0,)",John Veloza,4+,"('EN',)",18073600.0,"('Games', 'Action', 'Strategy')",2014-01-03,2019-07-22
Sushi Shrimp Escape Takeout - Fun Puzzle Board Game for Kids Free,0.0,0.0,0.0,"(2.99,)","wetappscom, LLC",4+,"('EN',)",33476608.0,"('Games', 'Strategy', 'Entertainment', 'Family')",2014-03-14,2014-03-14
"Clicker: tap, stork, people",4.5,245.0,0.0,"(4.99, 1.99, 9.99, 24.99, 99.99, 49.99)",Oleg Kapitonov,4+,"('EN', 'RU')",79140864.0,"('Games', 'Strategy', 'Simulation')",2014-05-14,2017-09-20
Egg Mob - Catch and Hatch the Eggies,0.0,0.0,0.0,"(0.0,)",Ellen Castel,4+,"('EN',)",76414976.0,"('Games', 'Strategy', 'Entertainment', 'Board')",2014-05-03,2014-05-03
Mini Warriors: Three Kingdoms,4.0,84.0,0.0,"(99.99, 4.99, 0.99, 19.99, 14.99, 9.99, 49.99, 4.99)","Shengwei Network Technology Co., Ltd.",9+,"('EN', 'ZH', 'ZH')",642767872.0,"('Games', 'Entertainment', 'Role Playing', 'Strategy')",2017-03-17,2019-11-07
Logic Puzzles+,5.0,21.0,0.0,"(0.0,)",Omri Ofir,4+,"('CS', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR')",83496960.0,"('Games', 'Strategy', 'Puzzle')",2014-04-03,2016-03-17
Aliens World Conquer,0.0,0.0,0.0,"(1.99, 0.99, 0.99, 2.99, 0.99)",Ali Varli,4+,"('CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'TH', 'ZH', 'TR', 'VI')",30811136.0,"('Games', 'Strategy', 'Puzzle')",2014-05-03,2018-12-22
Wargame: Korsun 1944,4.0,18.0,0.0,"(0.0,)",David Kershaw,4+,"('EN',)",24289280.0,"('Games', 'Strategy', 'Board', 'Education')",2014-02-22,2014-02-22
"""Chi-chi Nine Men's Morris - The Classic HD Game Multiplayer With Multiple Variants""",2.5,5.0,0.0,"(0.0,)",Fran Garcia Moreno,4+,"('EN',)",180797440.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2014-12-03,2014-04-27
Flappy Bat: Batman Edition,0.0,0.0,0.0,"(0.0,)",Ethan Sarif-Kattan,4+,"('EN',)",8548352.0,"('Games', 'Casual', 'Strategy')",2014-05-03,2014-06-16
Tap Penguin Air Jump,0.0,0.0,0.0,"(2.99,)",Amy Prizer,4+,"('EN',)",42127360.0,"('Games', 'Puzzle', 'Strategy')",2014-09-03,2014-04-25
Construction Zone Truck: Parking Lot Paver,0.0,0.0,0.0,"(2.99,)","NetSummit Enterprises, Inc.",4+,"('EN',)",24637440.0,"('Games', 'Strategy', 'Simulation')",2014-09-03,2014-09-03
Tappy Alien,4.5,17.0,0.0,"(0.0,)",Jungle Gym Labs LLC,4+,"('EN',)",4878336.0,"('Games', 'Strategy', 'Casual')",2014-11-03,2014-10-13
SideSwype,4.5,73.0,0.99,"(0.0,)",Radiangames,4+,"('EN',)",69922816.0,"('Games', 'Strategy', 'Puzzle')",2014-10-04,2016-02-23
Enemy Dawn : WWII Global Conflict Warfare Lite,4.5,62.0,0.0,"(0.99, 0.99, 0.99)","Simplus Technologies Group, LLC",12+,"('EN',)",166178816.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2014-02-09,2014-08-11
Casual Croquet,0.0,0.0,0.99,"(0.0,)",Evan Godfrey,4+,"('EN',)",10210304.0,"('Games', 'Sports', 'Strategy', 'Sports')",2014-03-21,2016-11-07
Warfare Nations: Classical,4.0,45.0,0.0,"(0.99, 2.99, 1.99, 2.99, 2.99, 2.99, 4.99, 0.99, 2.99, 1.99)",VOLV LLC,12+,"('EN',)",144228352.0,"('Games', 'Action', 'Entertainment', 'Strategy')",2014-06-28,2015-10-21
Bug Heroes 2,4.5,1027.0,0.0,"(0.99, 2.99, 1.99, 4.99, 9.99, 0.99, 19.99, 49.99)",Foursaken Media,12+,"('EN',)",628518912.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2014-10-04,2017-08-29
Little Kraken,3.5,5.0,0.0,"(0.0,)",Pier Luca Lanzi,9+,"('EN',)",77365248.0,"('Games', 'Strategy', 'Action')",2014-04-03,2014-04-03
Tiny Cube,4.5,19.0,0.0,"(0.0,)",Kyle Decot,4+,"('EN',)",4759552.0,"('Games', 'Strategy', 'Casual')",2014-12-03,2014-04-14
HexLogic - Eyes,0.0,0.0,1.99,"(0.0,)",GabySoft,4+,"('EN',)",18837504.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2014-04-03,2017-08-06
Bread Attack Revenge Rage,0.0,0.0,0.0,"(3.99,)","Netsummit Marketing, Inc.",4+,"('EN',)",24551424.0,"('Games', 'Strategy', 'Role Playing')",2014-08-03,2014-08-03
8bitWar: Netherworld,4.5,214.0,2.99,"(20.99,)",Emil Zeilon,4+,"('EN',)",31986688.0,"('Entertainment', 'Action', 'Games', 'Strategy')",2015-03-26,2017-01-08
321! - Angles Do Matter,4.5,26.0,0.0,"(0.0,)",Antonio Jr,4+,"('EN', 'PT')",8820736.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2014-03-13,2019-04-24
Twerk Tapper - Kitty Clicker,3.5,8.0,0.0,"(0.99, 0.99, 2.99, 4.99)",POP POP LLC,4+,"('EN',)",27467776.0,"('Games', 'Strategy', 'Family', 'Entertainment')",2014-05-03,2014-05-03
Mad Dan - Puzzle TD,0.0,0.0,0.0,"(0.99, 1.99, 9.99, 1.99)",Etorki Games SL,12+,"('EN',)",134340608.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2014-03-14,2014-03-21
Monster Girls Makeover Match 3: Connect the dolls,0.0,0.0,0.0,"(0.99, 1.99, 2.99, 16.99, 3.99)",Jenny Chan,4+,"('EN',)",93729792.0,"('Games', 'Puzzle', 'Strategy')",2014-04-13,2017-04-23
My Cafe Story2-chocolate shop-,4.5,52.0,0.0,"(0.0,)",Junji Kuboya,12+,"('EN', 'JA')",39552000.0,"('Games', 'Strategy', 'Simulation')",2014-06-15,2018-01-25
Crazy Balls \u2013 Chain The Balls Frenzy,0.0,0.0,0.0,"(0.99, 2.99)",AztekSolutions,4+,"('DA', 'EN', 'FR', 'DE', 'IT', 'JA', 'PT', 'RU', 'ZH', 'ES', 'TH', 'ZH', 'TR', 'VI')",21660672.0,"('Games', 'Action', 'Entertainment', 'Strategy')",2014-11-03,2017-08-14
Find the number in the Hundred Frame,0.0,0.0,0.99,"(0.0,)",Christian Urff,4+,"('EN', 'DE')",23088128.0,"('Education', 'Strategy', 'Games')",2014-03-14,2017-12-06
Civil War Battles - Chickamauga,0.0,0.0,2.99,"(0.0,)",John Tiller,12+,"('EN',)",43388928.0,"('Games', 'Simulation', 'Strategy')",2014-03-13,2015-08-25
Cookie Click - a tap color clicker fast tapping game,4.0,54.0,0.0,"(1.99, 3.99, 0.99, 1.99, 1.99)",Quicksand Playground,4+,"('EN',)",22003712.0,"('Games', 'Board', 'Strategy', 'Entertainment')",2014-03-14,2014-03-14
Fill the Bucket.,3.5,7.0,0.0,"(0.0,)",Voglhuber,4+,"('EN',)",49099776.0,"('Games', 'Strategy', 'Puzzle')",2014-04-09,2018-04-23
Battle for the Galaxy War Game,4.0,208.0,0.0,"(9.99, 19.99, 4.99, 0.99, 9.99, 0.99, 19.99, 49.99, 0.99, 99.99)",AMT Games Publishing Ltd.,12+,"('DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PT', 'RU', 'ZH', 'ES', 'SV', 'TH', 'ZH', 'TR', 'VI')",126545920.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2016-11-28,2019-07-18
Battlefront - world war 2 game,2.5,12.0,0.0,"(0.0,)",VascoGames,4+,"('EN',)",101625856.0,"('Games', 'Strategy', 'Action')",2014-03-20,2014-03-20
Resurrace,0.0,0.0,0.99,"(0.0,)",Tetsuyoshi Morikawa,4+,"('EN', 'JA')",55808000.0,"('Games', 'Casual', 'Strategy')",2014-01-06,2016-09-28
Quad-Core Brain,0.0,0.0,0.0,"(0.0,)",T.C.Applications Inc.,9+,"('EN',)",43401216.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2014-03-30,2015-02-21
Match The Animals - Zoo,0.0,0.0,0.0,"(0.99, 0.99)",Malay Patel,4+,"('EN',)",48002048.0,"('Games', 'Strategy', 'Puzzle')",2014-03-27,2018-11-23
TiLT! 8-Bit : Retro Arcade Tilt Pinball Action Game,4.5,11.0,0.0,"(0.0,)",Maelstrom Interactive,4+,"('EN',)",55647232.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2014-04-22,2016-01-02
SpaceBeetle,0.0,0.0,0.0,"(0.0,)",Matthew Miller,4+,"('EN',)",33942528.0,"('Games', 'Casual', 'Strategy', 'Entertainment')",2014-01-04,2016-01-13
Invader\u2122,4.0,764.0,0.0,"(0.99, 89.99, 9.99, 19.99, 4.99, 49.99, 89.99, 0.99, 9.99, 4.99)",MOZAT,9+,"('EN', 'ZH')",218553344.0,"('Games', 'Entertainment', 'Adventure', 'Strategy')",2014-03-24,2019-07-19
Chess Znappy,0.0,0.0,0.0,"(2.99,)",DoiZece,12+,"('CS', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR')",42523648.0,"('Games', 'Board', 'Strategy', 'Sports')",2014-07-03,2016-07-27
Kitty Cat Match - Connect Three Animal Puzzle Fun,0.0,0.0,0.0,"(0.99,)",FantAPPstic Apps,4+,"('EN',)",35291136.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2014-05-30,2014-05-30
Doraemon Repair Shop Seasons,4.5,44.0,0.0,"(1.99, 9.99, 4.99, 49.99, 9.99, 1.99, 4.99, 49.99)",Animoca,4+,"('DA', 'EN', 'FI', 'FR', 'DE', 'HI', 'ID', 'IT', 'JA', 'KO', 'MS', 'PT', 'RU', 'ZH', 'ES', 'SV', 'TL', 'TH', 'ZH')",75031552.0,"('Games', 'Entertainment', 'Board', 'Strategy')",2014-02-05,2017-01-26
