id,merchant_id,customer_id,coupon_id,bill_amount,ts
2186,4,77,327,4200,2018-06-30 02:08:05
2187,131,478,35,1500,2018-06-29 16:31:49
2188,153,1138,267,1200,2017-05-09 18:22:18
2189,174,1111,336,200,2018-03-31 12:43:25
2190,60,1151,46,900,2018-02-14 19:07:27
2191,179,1079,88,700,2019-01-31 00:40:54
2192,149,1187,378,3300,2018-02-28 18:19:30
2193,162,1172,348,800,2017-08-04 16:25:27
2194,75,1063,161,200,2018-04-20 03:34:35
2195,73,776,213,4500,2018-10-24 02:13:49
2196,31,105,213,3200,2018-03-26 13:58:17
2197,104,559,50,3600,2018-12-31 01:31:05
2198,32,1247,159,3500,2017-08-25 15:26:12
2199,125,1091,280,1200,2017-06-04 14:17:18
2200,164,1314,266,2200,2017-12-18 06:14:37
2201,100,792,327,3000,2019-03-21 10:20:42
2202,69,60,122,900,2017-12-14 13:45:16
2203,93,979,103,2600,2018-10-20 16:43:35
2204,176,454,162,3800,2018-02-19 20:38:49
2205,42,16,98,4700,2017-08-16 08:42:15
2206,86,1234,37,1500,2018-10-17 10:44:52
2207,96,224,376,4900,2018-02-18 23:48:39
2208,164,791,294,4300,2017-04-25 00:10:55
2209,138,356,341,1200,2018-01-21 09:38:37
2210,116,1138,106,4600,2019-02-15 03:34:27
2211,90,1413,60,600,2018-08-17 11:55:09
2212,53,852,48,3100,2017-10-18 04:41:15
2213,30,812,321,5000,2018-09-24 13:15:54
2214,141,630,331,3000,2018-08-15 23:24:41
2215,91,829,315,1600,2018-09-04 05:03:36
2216,78,32,61,4100,2017-08-30 04:47:02
2217,87,225,234,1000,2018-02-04 12:33:23
2218,22,1079,351,2100,2017-07-27 09:04:02
2219,58,167,22,300,2018-02-14 01:18:49
2220,187,52,9,4900,2017-04-11 04:11:11
2221,63,572,184,3500,2017-06-18 14:38:13
2222,8,1284,32,2700,2018-07-28 18:42:30
2223,18,457,36,4800,2017-10-23 07:36:51
2224,8,1157,166,2400,2018-05-02 22:45:56
2225,157,1235,76,2600,2018-04-22 15:47:04
2226,141,929,222,400,2017-08-19 08:06:02
2227,163,248,225,4600,2018-08-01 02:20:28
2228,86,1453,239,1100,2018-07-18 04:21:36
2229,108,987,378,2800,2018-09-09 13:20:08
2230,133,424,66,500,2018-03-23 19:43:14
2231,38,1492,286,700,2017-06-09 08:38:27
2232,5,891,190,1600,2018-07-25 20:04:11
2233,9,604,92,2400,2019-03-07 07:31:18
2234,122,1408,57,1700,2018-12-13 18:53:25
2235,168,668,71,1200,2018-07-14 10:43:39
2236,133,600,325,3000,2018-10-30 21:34:24
2237,190,1444,97,2600,2018-06-17 10:04:10
2238,68,1475,276,3600,2017-09-03 01:12:09
2239,60,475,393,3800,2018-03-20 18:31:51
2240,163,378,80,4900,2018-02-10 00:06:57
2241,42,31,241,100,2018-11-23 17:16:48
2242,43,614,330,3500,2018-06-30 10:54:21
2243,60,1350,316,800,2017-09-02 17:40:16
2244,101,919,43,2600,2018-03-30 18:15:18
2245,163,548,328,2800,2017-10-22 14:58:27
2246,192,134,155,3000,2018-01-24 03:47:24
2247,95,842,78,3700,2017-08-12 22:23:36
2248,165,490,394,3600,2018-08-30 03:03:45
2249,66,1240,217,1500,2019-02-04 09:42:05
2250,71,977,113,700,2018-11-29 00:01:07
2251,88,618,341,4000,2018-07-01 21:02:12
2252,5,1447,378,100,2018-11-17 06:12:22
2253,155,1309,190,1800,2018-09-13 13:56:55
2254,124,591,344,3600,2017-11-17 13:28:28
2255,1,823,105,1900,2017-06-29 21:01:09
2256,198,1137,88,3500,2017-04-07 12:11:22
2257,198,868,342,5000,2017-06-11 15:17:36
2258,72,210,355,700,2018-01-31 05:25:50
2259,23,1292,22,4700,2018-11-02 13:27:23
2260,191,901,23,3600,2018-05-20 04:41:29
2261,175,1305,357,3100,2018-09-19 23:44:05
2262,79,95,91,3900,2018-02-08 05:21:18
2263,72,610,349,1700,2017-08-22 01:00:37
2264,111,348,100,4200,2017-08-16 07:49:52
2265,15,954,318,3700,2017-05-28 10:56:34
2266,15,808,299,500,2017-08-05 18:12:51
2267,186,368,171,1900,2018-04-02 03:00:14
2268,18,189,288,2900,2018-10-28 21:14:27
2269,163,1217,290,4200,2018-01-05 08:59:34
2270,30,370,218,1400,2019-01-19 21:25:07
2271,62,989,12,1200,2018-06-29 15:39:33
2272,127,912,343,2100,2018-11-27 11:19:41
2273,160,786,184,2400,2018-08-06 01:18:39
2274,32,654,395,4400,2018-12-12 16:55:24
2275,108,344,37,4200,2018-10-14 00:03:55
2276,104,1012,267,4700,2018-11-30 08:24:40
2277,52,235,174,700,2017-06-24 09:01:29
2278,81,61,366,2400,2019-03-01 03:31:16
2279,63,911,170,1000,2018-02-17 00:28:59
2280,25,221,160,400,2017-06-03 12:33:48
2281,59,4,369,1500,2018-10-13 13:57:48
2282,68,858,128,2800,2019-02-03 00:09:12
2283,102,1369,34,4300,2017-12-18 16:26:24
2284,146,838,291,1300,2018-06-22 16:34:52
2285,2,1214,59,100,2018-10-15 05:37:52
2286,61,226,325,4800,2018-12-02 08:08:16
2287,142,971,138,1400,2017-07-17 19:42:17
2288,102,1190,14,3300,2018-07-20 21:45:05
2289,157,960,76,4500,2018-12-14 07:53:38
2290,132,1495,219,4600,2018-06-30 23:53:39
2291,111,459,191,300,2018-12-14 14:42:40
2292,125,1092,363,900,2017-06-26 13:50:11
2293,29,821,399,1800,2017-10-04 17:57:59
2294,191,906,124,2400,2017-07-27 22:13:16
2295,133,225,356,1200,2018-07-20 07:46:20
2296,176,362,154,400,2017-09-22 16:09:37
2297,34,551,232,4400,2018-04-18 21:01:00
2298,70,483,201,3700,2018-07-21 21:58:59
2299,40,1088,113,4400,2018-05-23 18:08:34
2300,122,859,377,5000,2018-09-14 19:02:02
2301,126,602,57,3500,2017-06-04 21:13:03
2302,192,1363,340,3000,2018-03-11 01:39:39
2303,156,671,372,4900,2017-09-23 12:37:36
2304,76,207,354,3200,2018-07-17 16:49:19
2305,154,177,178,2200,2017-09-24 07:17:58
2306,127,818,24,3600,2017-06-11 04:01:36
2307,98,62,292,2600,2018-09-28 10:08:27
2308,135,1269,217,2200,2018-07-25 01:13:45
2309,121,924,97,3900,2017-12-26 11:09:39
2310,200,866,74,3200,2018-10-13 21:56:10
2311,71,1322,201,1100,2018-01-02 14:57:51
2312,81,582,89,700,2018-09-21 18:25:05
2313,36,1367,270,4000,2018-03-13 09:50:08
2314,59,313,134,1200,2018-09-27 17:55:51
2315,65,603,228,3000,2017-09-13 11:29:08
2316,138,532,307,4800,2018-09-11 07:41:38
2317,125,39,55,1300,2019-03-29 10:57:57
2318,51,896,127,1900,2019-02-23 22:00:05
2319,66,1307,252,4900,2018-03-04 15:06:57
2320,23,233,59,1000,2017-11-19 12:47:11
2321,128,1011,25,2200,2018-04-27 23:51:32
2322,118,1103,185,5000,2017-04-05 07:02:15
2323,3,1360,155,4300,2018-12-13 11:24:54
2324,88,1153,225,1700,2018-12-09 22:31:38
2325,175,1153,383,1300,2018-03-18 16:36:36
2326,88,934,79,2600,2018-01-05 01:19:29
2327,196,500,49,3100,2017-08-24 18:29:09
2328,198,12,395,700,2018-08-01 12:19:06
2329,179,388,134,4800,2017-08-13 08:37:29
2330,196,935,344,3400,2018-11-24 04:30:18
2331,16,234,148,1000,2018-01-14 22:22:23
2332,10,97,36,4800,2018-10-01 03:44:56
2333,80,321,262,2900,2017-12-13 06:56:31
2334,103,1499,146,3600,2017-06-23 14:18:50
2335,148,1398,87,2600,2018-04-23 16:28:37
2336,160,109,277,4400,2017-06-28 02:10:08
2337,144,101,299,3000,2018-05-04 12:10:38
2338,157,757,264,3300,2018-12-12 02:50:28
2339,138,1445,185,2900,2017-07-10 17:34:51
2340,100,1013,30,300,2017-12-30 15:44:34
2341,71,874,159,800,2018-07-16 08:39:30
2342,147,1445,386,3000,2017-10-17 07:44:17
2343,129,592,6,500,2017-06-24 13:52:56
2344,3,586,353,3200,2018-01-09 05:03:18
2345,180,1442,66,1300,2018-10-01 05:02:05
2346,57,564,170,3300,2017-11-08 00:33:57
2347,68,1189,173,1400,2018-10-28 13:04:39
2348,21,828,299,2300,2018-10-13 14:49:42
2349,108,489,310,3200,2018-02-25 11:46:00
2350,159,669,249,2200,2017-11-02 09:24:40
2351,66,817,276,4100,2017-10-25 18:21:02
2352,57,637,188,1900,2018-11-17 15:13:54
2353,51,625,215,1200,2018-06-02 04:14:02
2354,169,786,383,1500,2018-10-09 13:26:31
2355,199,180,42,4000,2018-02-23 21:44:13
2356,25,613,104,1400,2018-10-08 02:00:06
2357,81,253,185,800,2019-02-04 13:19:24
2358,46,577,106,2200,2017-05-01 18:08:00
2359,108,192,321,200,2018-05-25 03:04:40
2360,121,1139,345,3900,2017-04-06 15:41:53
2361,31,552,59,5000,2018-07-12 17:27:25
2362,138,1097,83,1300,2018-07-05 14:20:30
2363,13,1474,341,1300,2018-01-11 21:55:44
2364,2,120,70,3100,2017-10-12 21:38:36
2365,65,655,372,4000,2017-12-10 20:19:38
2366,178,777,71,4200,2018-05-20 12:18:38
2367,99,157,343,1600,2018-11-13 03:32:09
2368,40,60,156,4600,2017-04-16 12:03:34
2369,48,46,120,1600,2018-02-22 08:57:37
2370,192,1083,284,1500,2019-03-23 06:18:37
2371,96,340,224,1600,2017-08-23 23:30:04
2372,11,1226,273,1300,2017-09-11 08:57:11
2373,4,478,339,3100,2018-10-19 10:42:41
2374,74,489,349,2900,2018-12-31 04:54:41
2375,79,580,336,2800,2018-08-15 20:38:44
2376,41,1159,308,2300,2018-12-24 17:58:21
2377,21,1122,294,700,2018-12-24 00:49:34
2378,72,730,85,2600,2019-03-09 23:35:04
2379,17,126,219,1200,2017-10-19 13:21:35
2380,98,875,54,2700,2018-04-22 12:54:07
2381,93,66,182,100,2017-05-09 13:11:05
2382,31,1055,356,700,2017-07-20 05:33:09
2383,167,45,249,1700,2018-04-29 00:02:19
2384,6,152,14,4300,2018-04-07 20:53:58
2385,178,1216,197,2100,2018-07-12 02:50:12
2386,13,331,373,3100,2018-08-05 21:14:54
2387,196,898,46,1500,2017-08-30 17:24:55
2388,110,822,222,4100,2018-07-31 03:38:57
2389,25,1489,133,4700,2018-10-25 02:52:55
2390,131,78,33,5000,2017-08-19 11:32:59
2391,135,659,341,2300,2018-11-05 19:30:44
2392,98,1047,188,2900,2017-04-27 05:28:07
2393,146,275,344,3600,2018-07-30 04:13:55
2394,25,205,253,600,2019-03-31 18:01:46
2395,41,564,376,4000,2017-08-15 12:25:17
2396,147,181,355,4300,2018-01-25 15:29:43
2397,55,820,319,200,2017-06-01 05:28:57
2398,29,965,328,1500,2019-01-19 04:25:32
2399,74,1428,140,4900,2019-03-14 23:32:28
2400,22,566,285,1800,2018-02-21 18:26:57
2401,37,512,347,2200,2019-02-06 00:19:17
2402,60,1256,218,3600,2017-07-21 20:18:49
2403,83,924,357,4200,2017-05-27 23:37:05
2404,196,594,43,1900,2019-01-11 05:36:23
2405,58,221,234,1200,2018-07-24 10:00:24
2406,170,970,208,2700,2017-06-14 22:39:22
2407,136,517,352,2600,2017-09-14 04:37:13
2408,161,1004,274,5000,2019-01-31 18:31:19
2409,59,1169,104,800,2017-12-14 13:12:10
2410,174,1106,120,2100,2017-06-12 14:45:51
2411,48,510,130,4800,2019-02-12 21:34:53
2412,25,950,100,2400,2018-09-18 01:57:33
2413,59,1025,391,100,2017-04-03 23:18:17
2414,123,918,110,4900,2018-01-05 04:30:45
2415,66,744,271,700,2017-11-23 00:10:32
2416,111,779,43,600,2018-09-18 06:13:37
2417,41,897,339,1800,2019-03-20 19:38:33
2418,194,1344,60,1900,2018-09-15 11:15:24
2419,125,431,19,2800,2018-07-30 17:16:20
2420,113,247,325,3800,2018-03-25 16:21:50
2421,132,53,380,3400,2017-09-17 08:45:45
2422,41,643,54,1500,2018-08-09 07:18:19
2423,50,395,374,2500,2017-08-25 18:40:06
2424,47,1487,328,4500,2017-09-17 18:08:42
2425,189,345,67,2900,2017-07-06 07:06:22
2426,143,969,131,4900,2018-04-20 18:09:45
2427,167,764,380,2700,2019-02-18 14:03:15
2428,125,242,276,1400,2018-06-12 20:38:11
2429,95,1297,206,1100,2018-12-23 12:51:42
2430,48,1225,105,4900,2018-06-24 05:10:44
2431,100,318,314,4500,2019-01-11 01:47:13
2432,161,221,397,600,2018-11-03 09:56:02
2433,124,340,22,3500,2018-12-18 15:08:05
2434,193,353,115,4800,2018-04-07 02:29:04
2435,166,18,168,4700,2018-01-04 05:55:39
2436,80,1227,188,2800,2018-04-18 15:41:14
2437,185,1001,22,4700,2017-06-07 10:00:34
2438,74,714,385,600,2017-07-05 05:03:14
2439,187,845,188,4700,2018-12-20 07:29:56
2440,39,1341,361,3300,2018-11-23 04:15:54
2441,105,903,312,2100,2017-05-11 15:58:30
2442,154,3,268,2300,2017-09-25 02:10:25
2443,147,1334,292,4800,2018-01-29 13:21:59
2444,53,224,370,4500,2017-08-24 13:22:02
2445,165,604,368,4600,2018-09-28 02:04:17
2446,27,94,205,3100,2019-03-11 01:06:33
2447,18,629,281,4800,2019-01-27 14:49:28
2448,118,545,180,4400,2017-08-14 04:57:27
2449,176,521,294,3100,2018-11-04 09:55:25
2450,14,119,319,1000,2018-11-11 12:21:21
2451,67,285,347,2900,2018-06-24 21:34:05
2452,4,749,101,1900,2018-09-24 17:53:42
2453,83,925,366,200,2018-05-26 20:24:31
2454,15,941,311,900,2017-08-10 05:43:22
2455,73,1080,73,2000,2018-01-25 12:12:54
2456,123,619,231,3500,2017-12-06 12:42:05
2457,179,421,162,900,2018-06-18 00:27:06
2458,55,1465,216,2300,2019-02-15 04:41:30
2459,164,994,111,700,2018-08-18 12:54:42
2460,168,1493,133,4600,2017-06-29 19:59:54
2461,149,1062,56,3400,2017-09-21 10:18:58
2462,107,217,110,600,2018-03-13 15:52:14
2463,37,1213,199,3900,2018-03-02 17:03:09
2464,152,1026,389,1100,2019-01-14 11:46:09
2465,38,560,77,3400,2018-07-02 01:03:59
2466,42,1226,75,2400,2017-09-03 04:42:32
2467,168,283,49,4200,2018-06-06 17:21:18
2468,56,695,398,4200,2017-07-06 20:22:48
2469,161,152,156,3900,2017-11-13 09:00:58
2470,195,235,352,200,2017-08-29 01:21:20
2471,88,855,358,2200,2017-08-15 19:17:09
2472,65,1030,48,2900,2017-12-12 04:54:32
2473,95,529,209,200,2017-04-09 11:51:09
2474,152,1499,393,2200,2017-04-02 21:47:26
2475,35,570,204,1800,2018-03-05 11:16:25
2476,37,187,12,5000,2018-04-20 23:25:08
2477,41,607,178,2000,2019-02-10 11:06:38
2478,143,266,118,3300,2019-02-18 00:18:31
2479,22,591,148,4100,2019-03-03 00:29:56
2480,92,1008,199,1400,2018-05-23 19:09:55
2481,200,692,114,200,2017-06-08 01:56:48
2482,35,1196,125,4700,2018-09-07 15:03:24
2483,6,657,231,600,2017-06-23 22:24:40
2484,119,481,359,800,2018-01-11 07:01:54
2485,189,294,162,3600,2017-08-02 14:32:40
2486,135,1179,88,500,2018-06-12 15:44:06
2487,4,924,115,1300,2018-06-18 11:12:56
2488,35,1298,139,1300,2018-10-03 05:07:09
2489,97,149,294,5000,2019-01-14 06:51:59
2490,29,861,203,1100,2017-04-17 18:00:15
2491,190,488,41,2400,2017-09-19 18:51:03
2492,182,738,140,3400,2017-11-28 06:17:46
2493,15,118,73,3000,2017-07-31 11:16:30
2494,12,1469,180,4600,2017-12-30 04:34:08
2495,186,39,174,800,2018-11-11 22:32:46
2496,161,175,261,4200,2017-05-29 11:41:41
2497,173,419,281,600,2017-06-19 10:02:09
2498,158,637,32,3900,2017-10-10 05:42:21
2499,161,529,84,1400,2017-10-28 15:19:33
2500,94,918,93,4600,2018-11-18 22:33:25
2501,19,223,44,500,2019-02-19 01:16:09
2502,180,1428,104,100,2017-09-09 22:01:09
2503,184,550,303,3000,2018-03-28 11:47:50
2504,50,589,96,2600,2018-11-05 05:14:45
2505,188,1404,194,4600,2017-08-24 12:47:47
2506,56,343,172,3800,2019-03-28 02:51:47
2507,177,1429,354,1700,2018-07-13 08:30:11
2508,42,665,18,4800,2018-12-19 20:56:46
2509,155,1428,75,4600,2017-09-24 17:39:12
2510,82,1122,43,1600,2018-12-21 21:14:30
2511,199,1307,149,3700,2018-09-16 03:46:30
2512,181,745,161,200,2017-05-02 18:35:59
2513,158,242,88,600,2017-05-05 04:31:26
2514,111,268,39,2700,2019-03-18 22:08:20
2515,180,136,9,1800,2018-04-29 11:11:54
2516,4,1354,284,1700,2018-05-23 15:41:59
2517,65,1458,353,5000,2017-06-30 11:50:06
2518,190,673,72,2800,2017-12-16 19:36:40
2519,144,811,318,2000,2017-04-04 16:19:33
2520,129,560,197,1200,2018-12-29 06:23:06
2521,171,368,15,4700,2018-02-24 16:05:29
2522,128,1004,224,4100,2018-10-24 17:29:22
2523,80,234,169,400,2017-11-12 07:08:16
2524,189,462,353,2800,2017-11-27 20:53:52
2525,127,17,313,3100,2018-02-03 18:30:08
2526,19,1237,364,3800,2017-05-19 21:50:57
2527,178,1386,159,500,2017-07-15 12:19:42
2528,114,728,362,1500,2017-06-15 04:41:02
2529,79,1490,59,1700,2018-04-02 19:33:38
2530,127,910,214,1400,2017-10-22 11:35:18
2531,67,10,81,900,2017-08-02 07:32:06
2532,22,1172,393,2700,2018-11-16 01:00:07
2533,143,733,348,700,2019-01-15 07:45:39
2534,109,911,3,3100,2018-08-18 21:08:32
2535,113,230,351,2200,2017-10-30 03:33:35
2536,192,957,319,3300,2018-04-10 17:23:09
2537,64,615,308,2800,2017-12-04 02:20:49
2538,51,974,277,4300,2018-10-28 15:03:14
2539,52,491,165,4700,2018-09-23 11:31:30
2540,5,662,239,100,2017-08-11 23:27:55
2541,21,1062,239,3200,2018-08-02 22:40:11
2542,31,1183,366,4900,2018-04-05 04:15:37
2543,24,595,396,3300,2018-03-11 12:33:17
2544,52,936,400,3800,2018-02-11 08:09:00
2545,89,165,55,4300,2018-05-18 08:32:27
2546,144,713,368,4600,2018-08-20 09:43:05
2547,69,1037,388,1900,2018-09-08 19:01:41
2548,125,1285,197,100,2017-04-24 17:42:23
2549,159,1335,384,2300,2018-07-06 21:14:25
2550,60,898,175,1900,2018-04-06 17:21:17
2551,199,1388,101,600,2017-09-27 20:42:11
2552,95,1103,285,700,2018-03-19 16:12:37
2553,92,353,335,700,2018-12-15 19:45:40
2554,12,20,385,2100,2018-09-28 00:46:53
2555,33,1218,361,4800,2018-11-06 18:15:08
2556,36,1173,303,2300,2017-07-27 14:41:55
2557,1,1365,47,2400,2018-05-21 02:11:59
2558,188,949,276,200,2017-06-09 11:46:14
2559,114,1192,287,4700,2019-02-24 16:40:56
2560,198,696,249,1200,2019-01-20 19:56:35
2561,7,496,250,4600,2017-12-05 17:39:03
2562,49,1157,88,1300,2017-10-06 02:27:00
2563,121,1179,32,900,2019-03-01 21:08:59
2564,21,1214,58,4400,2018-05-26 19:33:12
2565,40,798,352,2500,2017-07-08 10:23:59
2566,144,235,266,2400,2019-02-20 20:54:56
2567,181,495,41,700,2018-08-09 15:00:15
2568,87,389,397,2900,2017-06-06 04:31:53
2569,93,409,184,4600,2018-08-11 19:12:11
2570,52,980,172,200,2017-04-11 04:46:06
2571,6,21,162,400,2018-02-11 00:28:41
2572,59,1241,78,5000,2018-07-04 03:22:16
2573,139,1157,264,1500,2017-04-08 03:42:30
2574,70,368,184,3500,2017-12-08 13:43:58
2575,122,424,237,2000,2017-08-02 11:06:22
2576,138,1354,59,2800,2018-06-23 16:35:37
2577,21,1334,211,3600,2018-11-18 15:19:01
2578,41,1306,35,2700,2018-09-05 20:15:43
2579,152,1375,57,1300,2017-08-17 03:42:32
2580,41,607,151,3200,2018-05-19 09:07:57
2581,9,1214,228,1700,2019-02-26 08:24:19
2582,25,1311,250,2100,2017-09-02 15:23:33
2583,87,466,117,4800,2018-09-20 15:16:15
2584,191,18,286,2100,2017-06-22 14:56:28
2585,174,103,354,4800,2018-12-26 19:26:35
2586,88,287,288,300,2018-07-26 18:37:54
2587,106,753,140,1500,2017-11-24 22:16:32
2588,56,587,280,500,2018-09-22 15:45:43
2589,200,1089,40,500,2018-03-12 06:27:37
2590,163,717,84,2600,2019-03-04 02:32:51
2591,5,665,67,4900,2019-01-08 07:54:19
2592,86,42,290,200,2018-11-18 01:36:56
2593,3,1425,344,2800,2017-12-01 05:46:11
2594,39,1052,122,4100,2017-06-27 13:53:24
2595,17,996,277,2100,2018-07-09 09:59:05
2596,185,1245,239,3400,2018-05-23 22:54:24
2597,71,1193,285,4400,2018-01-03 09:21:51
2598,105,1139,392,2700,2017-06-19 10:24:33
2599,12,1330,383,3900,2017-06-24 20:38:13
2600,17,906,363,4900,2018-07-16 00:37:03
2601,30,1051,62,4900,2018-11-08 13:36:53
2602,162,672,258,1500,2018-07-25 14:08:10
2603,174,1217,303,2100,2018-01-17 04:09:34
2604,38,163,145,2800,2018-02-09 20:13:51
2605,166,1009,9,2300,2019-02-28 07:47:51
2606,37,556,112,2800,2017-06-06 15:16:07
2607,191,1331,372,3400,2018-06-08 20:06:35
2608,52,1175,135,2000,2019-01-12 22:34:57
2609,86,442,380,4800,2019-01-11 04:53:18
2610,112,908,106,4800,2018-07-12 23:36:41
2611,91,988,328,1300,2018-03-31 05:45:27
2612,56,1148,174,2300,2018-05-09 00:31:00
2613,183,1344,263,1600,2019-02-12 17:05:04
2614,154,1345,301,2400,2018-07-20 06:26:14
2615,78,373,255,4400,2017-04-17 16:13:37
2616,148,163,167,1800,2017-11-05 19:16:51
2617,45,405,175,4900,2018-06-06 01:48:58
2618,3,1127,198,2900,2018-12-28 23:11:30
2619,137,639,140,700,2018-04-21 18:47:11
2620,94,462,263,500,2018-04-16 16:01:38
2621,33,711,133,4100,2018-04-04 16:12:16
2622,18,562,223,600,2018-04-25 08:04:22
2623,123,1481,250,2400,2017-08-13 01:46:59
2624,170,1205,371,1100,2017-07-16 21:18:23
2625,190,1351,241,800,2017-12-16 13:13:21
2626,70,644,338,1700,2017-05-17 05:44:52
2627,127,957,182,2800,2017-06-26 14:51:58
2628,165,666,76,1800,2017-12-28 14:18:41
2629,137,243,64,4900,2018-04-09 14:58:56
2630,34,1264,166,2200,2017-11-05 19:34:27
2631,85,523,162,4600,2018-02-28 10:38:32
2632,1,605,132,3300,2018-07-06 02:44:00
2633,23,1171,49,4000,2018-10-18 10:50:13
2634,48,97,61,700,2018-08-21 01:33:15
2635,132,1494,210,2200,2019-02-02 05:06:20
2636,162,547,53,4700,2017-10-05 09:18:07
2637,181,1296,209,3100,2018-10-21 13:24:39
2638,3,1088,304,400,2018-06-15 20:59:23
2639,9,86,68,900,2019-02-06 02:44:21
2640,166,1380,17,1600,2018-09-12 07:40:15
2641,80,647,301,1200,2018-02-12 03:23:24
2642,123,550,126,4700,2018-05-29 21:03:45
2643,81,552,210,4100,2018-10-07 05:00:17
2644,166,1115,203,1400,2018-05-27 17:09:29
2645,165,305,243,4400,2018-02-16 18:14:32
2646,102,713,289,2600,2018-05-01 12:16:57
2647,142,1039,212,400,2019-01-08 06:47:55
2648,75,355,16,2200,2018-11-10 22:34:29
2649,118,361,378,2300,2019-02-16 03:31:19
2650,162,1127,124,100,2019-01-16 09:05:22
2651,98,266,334,4000,2018-04-17 12:22:25
2652,128,841,302,3300,2019-03-03 00:27:44
2653,67,643,326,3100,2018-04-15 20:33:24
2654,187,380,195,1900,2017-05-08 04:23:15
2655,129,140,151,2700,2018-10-27 01:46:51
2656,192,1407,19,700,2018-01-22 19:30:22
2657,126,214,178,4600,2018-09-14 21:57:33
2658,159,969,147,5000,2017-04-12 09:43:00
2659,37,1246,228,4200,2017-10-06 05:01:29
2660,148,1452,307,4300,2018-12-05 02:09:57
2661,192,306,245,1100,2017-06-06 19:08:24
2662,147,410,379,900,2017-11-11 01:29:18
2663,14,1036,362,3500,2017-09-16 14:36:05
2664,101,310,187,4500,2017-04-25 04:33:15
2665,122,507,52,700,2018-06-19 20:44:02
2666,18,510,292,700,2018-05-14 16:29:35
2667,118,1466,27,2000,2018-04-30 16:27:33
2668,36,68,70,3700,2018-02-19 01:43:34
2669,59,498,384,3400,2018-12-15 19:04:37
2670,127,1434,319,4700,2017-08-08 11:05:04
2671,105,7,76,400,2017-04-29 00:16:25
2672,1,862,91,400,2018-07-12 04:46:45
2673,123,1052,365,4100,2018-09-24 23:18:15
2674,75,72,129,4700,2018-05-28 08:57:42
2675,170,805,4,2500,2019-03-07 16:45:58
2676,87,152,322,3000,2019-03-27 18:45:31
2677,194,574,276,800,2018-08-20 02:43:44
2678,146,942,167,4800,2017-12-20 09:13:18
2679,140,260,177,1700,2018-03-25 13:12:23
2680,62,290,40,2300,2017-09-14 11:58:31
2681,128,164,374,3300,2019-02-28 23:02:16
2682,173,802,350,4500,2017-04-17 02:46:29
2683,29,542,208,4100,2017-10-31 03:43:56
2684,22,230,90,2700,2018-08-04 06:01:55
2685,123,1429,9,1800,2017-07-06 08:53:56
2686,179,332,361,4400,2018-04-22 12:04:20
2687,37,1104,168,3200,2018-03-04 16:37:07
2688,190,830,205,800,2018-04-15 12:30:17
2689,191,1359,312,600,2018-09-29 07:10:59
2690,191,384,248,2800,2019-02-23 02:19:22
2691,138,103,108,200,2017-12-24 11:33:00
2692,111,806,188,2800,2017-09-29 04:49:58
2693,138,871,232,1400,2018-06-04 21:05:33
2694,130,211,283,700,2019-03-17 08:00:50
2695,11,1078,38,300,2018-02-06 13:51:32
2696,182,954,386,4400,2018-01-07 01:01:21
2697,73,582,302,2600,2019-03-10 11:34:27
2698,142,774,11,2200,2018-03-30 12:07:13
2699,189,513,77,3800,2017-12-19 02:46:38
2700,188,1295,56,900,2019-01-26 04:55:34
2701,40,1029,123,1900,2017-07-20 18:43:52
2702,100,1223,207,4100,2018-01-28 11:21:04
2703,34,752,73,2900,2019-01-02 21:43:12
2704,197,174,116,500,2017-04-29 06:37:34
2705,154,488,1,1900,2018-03-17 11:13:33
2706,29,1128,272,2800,2018-05-05 00:13:19
2707,9,380,239,4700,2017-11-11 04:29:45
2708,151,90,380,3800,2018-04-07 07:38:07
2709,74,414,376,700,2018-01-14 09:24:54
2710,98,380,371,3100,2018-06-07 19:08:16
2711,62,1206,128,1900,2018-09-12 05:22:40
2712,181,333,225,2000,2018-04-27 01:54:32
2713,89,731,228,4800,2018-02-20 12:57:18
2714,185,472,335,1000,2018-12-21 04:01:28
2715,125,497,100,4700,2018-10-02 17:40:05
2716,11,1301,90,900,2018-09-11 19:00:48
2717,32,1162,71,2500,2018-11-09 13:25:29
2718,156,1213,45,2100,2017-12-12 16:06:52
2719,67,1086,400,3600,2018-07-29 12:46:50
2720,191,585,251,4500,2018-04-22 13:50:38
2721,14,1420,160,600,2017-12-06 09:18:28
2722,4,442,43,1000,2018-05-10 21:17:59
2723,35,35,14,300,2019-03-20 23:07:56
2724,150,142,103,2200,2017-06-09 10:49:27
2725,173,739,82,200,2017-04-03 17:35:27
2726,115,1091,353,5000,2018-07-23 00:48:22
2727,109,328,8,1900,2018-12-08 23:09:33
2728,80,898,89,1800,2017-05-05 11:14:11
2729,63,490,210,1600,2018-10-13 01:14:57
2730,167,944,378,1500,2017-08-18 22:38:14
2731,171,507,253,4300,2017-07-09 19:56:00
2732,8,393,103,1500,2017-06-19 17:46:47
2733,46,791,234,4800,2019-01-07 13:01:42
2734,66,1392,174,4000,2018-10-18 03:40:36
2735,74,794,166,2000,2017-06-30 02:50:36
2736,72,274,114,4100,2018-06-13 17:50:40
2737,103,505,346,2900,2019-02-09 12:13:51
2738,60,725,316,2200,2017-10-24 11:47:41
2739,43,1314,263,3600,2017-12-01 20:27:34
2740,132,1221,337,3000,2019-03-17 01:32:58
